Report Type,Class,Year,Season,Month,State
Report,Class B,2012,Fall,October,Virginia
Report,Class B,2012,Fall,October,Virginia
Report,Class B,2012,Fall,November,Virginia
Report,Class B,2012,Fall,September,Texas
Report,Class A,2012,Fall,November,Tennessee
Report,Class B,2012,Fall,October,South Dakota
Report,Class B,2012,Fall,October,Pennsylvania
Report,Class B,2012,Fall,September,Oregon
Report,Class B,2012,Fall,September,Oklahoma
Report,Class A,2012,Fall,November,Ohio
Report,Class B,2012,Fall,November,Ohio
Report,Class A,2012,Fall,November,Ohio
Report,Class A,2012,Fall,November,New York
Report,Class A,2012,Fall,June,Montana
Report,Class B,2012,Fall,September,Montana
Report,Class B,2012,Fall,September,Missouri
Report,Class B,2012,Fall,November,Missouri
Report,Class A,2012,Fall,October,Missouri
Report,Class A,2012,Fall,October,Missouri
Report,Class A,2012,Fall,,Missouri
Report,Class B,2012,Fall,October,Missouri
Report,Class B,2012,Fall,September,Missouri
Report,Class A,2012,Fall,September,Missouri
Report,Class B,2012,Fall,September,Minnesota
Report,Class A,2012,Fall,September,Minnesota
Report,Class A,2012,Fall,September,Minnesota
Report,Class B,2012,Fall,November,Michigan
Report,Class B,2012,Fall,November,Michigan
Report,Class B,2012,Fall,November,Maryland
Report,Class B,2012,Fall,November,Kentucky
Report,Class A,2012,Fall,October,Kansas
Report,Class A,2012,Fall,November,Iowa
Report,Class B,2012,Fall,September,Iowa
Report,Class B,2012,Fall,October,Iowa
Report,Class B,2012,Fall,November,Illinois
Report,Class B,2012,Fall,October,Illinois
Report,Class B,2012,Fall,December,Illinois
Report,Class B,2012,Fall,November,Illinois
Report,Class A,2012,Fall,December,Illinois
Report,Class B,2012,Fall,December,Illinois
Report,Class B,2012,Fall,October,Illinois
Report,Class A,2012,Fall,December,Idaho
Report,Class B,2012,Fall,October,Florida
Report,Class B,2012,Fall,October,Florida
Report,Class B,2012,Fall,September,Florida
Report,Class A,2012,Fall,November,Florida
Report,Class B,2012,Fall,December,Florida
Report,Class B,2012,Fall,October,Florida
Report,Class B,2012,Fall,October,Florida
Report,Class B,2012,Fall,,Florida
Report,Class B,2012,Fall,November,Delaware
Report,Class A,2012,Fall,September,California
Report,Class B,2012,Fall,October,Arizona
Report,Class A,2012,Fall,November,Alabama
Report,Class B,2012,Spring,April,West Virginia
Report,Class B,2012,Spring,June,Washington
Report,Class A,2012,Spring,June,Washington
Report,Class B,2012,Spring,May,Washington
Report,Class B,2012,Spring,May,Washington
Report,Class A,2012,Spring,March,Washington
Report,Class B,2012,Spring,March,Virginia
Report,Class B,2012,Spring,May,Virginia
Report,Class B,2012,Spring,June,Texas
Report,Class B,2012,Spring,April,Oklahoma
Report,Class A,2012,Spring,May,Oklahoma
Report,Class B,2012,Spring,March,Ohio
Report,Class B,2012,Spring,March,Ohio
Report,Class B,2012,Spring,March,Montana
Report,Class A,2012,Spring,May,Missouri
Report,Class A,2012,Spring,May,Missouri
Report,Class B,2012,Spring,February,Missouri
Report,Class A,2012,Spring,April,Michigan
Report,Class B,2012,Spring,April,Michigan
Report,Class B,2012,Spring,April,Kentucky
Report,Class B,2012,Spring,March,Kentucky
Report,Class B,2012,Spring,,Kansas
Report,Class B,2012,Spring,May,Kansas
Report,Class A,2012,Spring,May,Indiana
Report,Class B,2012,Spring,May,Indiana
Report,Class B,2012,Spring,May,Illinois
Report,Class A,2012,Spring,May,Illinois
Report,Class A,2012,Spring,May,Illinois
Report,Class B,2012,Spring,April,Illinois
Report,Class B,2012,Spring,May,Georgia
Report,Class B,2012,Spring,May,Georgia
Report,Class B,2012,Spring,January,Florida
Report,Class B,2012,Spring,March,Florida
Report,Class B,2012,Spring,April,Florida
Report,Class A,2012,Spring,March,Florida
Report,Class B,2012,Spring,May,Florida
Report,Class A,2012,Spring,May,Colorado
Report,Class B,2012,Spring,April,Arkansas
Report,Class B,2012,Spring,March,Alabama
Report,Class B,2012,Summer,September,Wisconsin
Report,Class B,2012,Summer,August,West Virginia
Report,Class B,2012,Summer,June,West Virginia
Report,Class B,2012,Summer,September,Washington
Report,Class B,2012,Summer,June,Washington
Report,Class B,2012,Summer,August,Washington
Report,Class B,2012,Summer,August,Washington
Report,Class B,2012,Summer,,Virginia
Report,Class A,2012,Summer,,Tennessee
Report,Class A,2012,Summer,September,Oregon
Report,Class B,2012,Summer,September,Oregon
Report,Class A,2012,Summer,August,Oregon
Report,Class B,2012,Summer,August,Oregon
Report,Class A,2012,Summer,June,Ohio
Report,Class A,2012,Summer,June,Ohio
Report,Class B,2012,Summer,August,North Carolina
Report,Class B,2012,Summer,June,Montana
Report,Class B,2012,Summer,July,Montana
Report,Class B,2012,Summer,July,Missouri
Report,Class B,2012,Summer,August,Missouri
Report,Class B,2012,Summer,August,Minnesota
Report,Class B,2012,Summer,June,Michigan
Report,Class B,2012,Summer,July,Michigan
Report,Class B,2012,Summer,,Michigan
Report,Class B,2012,Summer,August,Kentucky
Report,Class A,2012,Summer,June,Kansas
Report,Class B,2012,Summer,July,Iowa
Report,Class B,2012,Summer,June,Illinois
Report,Class B,2012,Summer,June,Illinois
Report,Class A,2012,Summer,August,Illinois
Report,Class B,2012,Summer,May,Georgia
Report,Class B,2012,Summer,August,Georgia
Report,Class A,2012,Summer,July,Georgia
Report,Class A,2012,Summer,June,Florida
Report,Class B,2012,Summer,July,Florida
Report,Class B,2012,Summer,July,Florida
Report,Class A,2012,Summer,June,Colorado
Report,Class B,2012,Summer,July,California
Report,Class A,2012,Summer,July,Arkansas
Report,Class A,2012,Summer,September,Arkansas
Report,Class A,2012,Summer,May,Alabama
Report,Class A,2012,Summer,August,Alabama
Report,Class B,2012,Unknown,,Michigan
Report,Class B,2012,Unknown,February,Florida
Report,Class B,2012,Winter,November,Wisconsin
Report,Class B,2012,Winter,February,Wisconsin
Report,Class B,2012,Winter,December,Wisconsin
Report,Class B,2012,Winter,February,Wisconsin
Report,Class B,2012,Winter,November,West Virginia
Report,Class A,2012,Winter,December,Washington
Report,Class B,2012,Winter,December,Washington
Report,Class B,2012,Winter,January,Washington
Report,Class A,2012,Winter,December,Washington
Report,Class B,2012,Winter,December,Virginia
Report,Class B,2012,Winter,January,Virginia
Report,Class A,2012,Winter,March,Pennsylvania
Report,Class B,2012,Winter,November,Oregon
Report,Class A,2012,Winter,March,Oklahoma
Report,Class B,2012,Winter,January,Oklahoma
Report,Class B,2012,Winter,January,North Carolina
Report,Class A,2012,Winter,December,North Carolina
Report,Class A,2012,Winter,December,New Jersey
Report,Class B,2012,Winter,November,Montana
Report,Class B,2012,Winter,December,Montana
Report,Class B,2012,Winter,January,Michigan
Report,Class B,2012,Winter,December,Michigan
Report,Class B,2012,Winter,January,Michigan
Report,Class B,2012,Winter,January,Massachusetts
Report,Class B,2012,Winter,January,Kentucky
Report,Class A,2012,Winter,December,Kentucky
Report,Class B,2012,Winter,November,Indiana
Report,Class A,2012,Winter,December,Illinois
Report,Class B,2012,Winter,January,Illinois
Report,Class A,2012,Winter,March,Illinois
Report,Class A,2012,Winter,January,Illinois
Report,Class B,2012,Winter,January,Illinois
Report,Class A,2012,Winter,November,Florida
Report,Class A,2012,Winter,January,Florida
Report,Class A,2012,Winter,January,Florida
Report,Class B,2012,Winter,January,Florida
Report,Class A,2012,Winter,February,Florida
Report,Class A,2012,Winter,December,Florida
Report,Class B,2012,Winter,November,Florida
Report,Class B,2012,Winter,January,Florida
Report,Class B,2012,Winter,December,Florida
Report,Class A,2012,Winter,December,Arkansas
Report,Class A,2012,Winter,December,Arkansas
Report,Class B,2012,Winter,December,Alabama
Report,Class B,2012,Winter,February,Alabama
Report,Class A,2011,Fall,September,Wisconsin
Report,Class B,2011,Fall,October,Wisconsin
Report,Class B,2011,Fall,November,Wisconsin
Report,Class A,2011,Fall,September,Washington
Report,Class B,2011,Fall,September,Washington
Report,Class B,2011,Fall,November,Washington
Report,Class A,2011,Fall,October,Virginia
Report,Class B,2011,Fall,September,Virginia
Report,Class B,2011,Fall,October,Texas
Report,Class A,2011,Fall,November,Texas
Report,Class A,2011,Fall,September,Tennessee
Report,Class A,2011,Fall,October,Tennessee
Report,Class A,2011,Fall,September,Oregon
Report,Class A,2011,Fall,October,Oregon
Report,Class B,2011,Fall,November,Oklahoma
Report,Class A,2011,Fall,November,North Carolina
Report,Class B,2011,Fall,October,North Carolina
Report,Class B,2011,Fall,October,North Carolina
Report,Class A,2011,Fall,September,North Carolina
Report,Class A,2011,Fall,November,Missouri
Report,Class B,2011,Fall,August,Minnesota
Report,Class B,2011,Fall,November,Michigan
Report,Class B,2011,Fall,November,Michigan
Report,Class A,2011,Fall,November,Kentucky
Report,Class A,2011,Fall,September,Kentucky
Report,Class B,2011,Fall,November,Kentucky
Report,Class A,2011,Fall,October,Illinois
Report,Class A,2011,Fall,October,Illinois
Report,Class A,2011,Fall,October,Illinois
Report,Class A,2011,Fall,November,Georgia
Report,Class A,2011,Fall,December,Georgia
Report,Class A,2011,Fall,October,Georgia
Report,Class B,2011,Fall,November,Georgia
Report,Class B,2011,Fall,September,Georgia
Report,Class B,2011,Fall,November,Florida
Report,Class B,2011,Fall,November,Florida
Report,Class B,2011,Fall,September,Florida
Report,Class A,2011,Fall,September,Florida
Report,Class B,2011,Fall,October,Florida
Report,Class A,2011,Fall,October,Florida
Report,Class B,2011,Fall,October,Colorado
Report,Class A,2011,Fall,November,Arkansas
Report,Class B,2011,Spring,June,Washington
Report,Class A,2011,Spring,March,Washington
Report,Class B,2011,Spring,May,Washington
Report,Class B,2011,Spring,April,Washington
Report,Class A,2011,Spring,May,Virginia
Report,Class B,2011,Spring,April,Virginia
Report,Class B,2011,Spring,April,Virginia
Report,Class B,2011,Spring,June,Texas
Report,Class A,2011,Spring,April,Texas
Report,Class B,2011,Spring,March,Texas
Report,Class B,2011,Spring,,New Jersey
Report,Class A,2011,Spring,April,New Jersey
Report,Class B,2011,Spring,May,Maryland
Report,Class A,2011,Spring,May,Kansas
Report,Class A,2011,Spring,April,Kansas
Report,Class A,2011,Spring,April,Illinois
Report,Class A,2011,Spring,March,Illinois
Report,Class B,2011,Spring,May,Illinois
Report,Class B,2011,Spring,June,Illinois
Report,Class B,2011,Spring,June,Illinois
Report,Class B,2011,Spring,March,Idaho
Report,Class B,2011,Spring,March,Georgia
Report,Class A,2011,Spring,May,Arizona
Report,Class B,2011,Spring,April,Alabama
Report,Class B,2011,Summer,June,Washington
Report,Class B,2011,Summer,July,Washington
Report,Class B,2011,Summer,August,Washington
Report,Class B,2011,Summer,September,Washington
Report,Class A,2011,Summer,September,Washington
Report,Class B,2011,Summer,August,Washington
Report,Class B,2011,Summer,June,Virginia
Report,Class A,2011,Summer,August,Texas
Report,Class A,2011,Summer,June,Texas
Report,Class B,2011,Summer,September,Tennessee
Report,Class B,2011,Summer,September,Pennsylvania
Report,Class B,2011,Summer,August,Ohio
Report,Class A,2011,Summer,July,Ohio
Report,Class A,2011,Summer,August,Ohio
Report,Class B,2011,Summer,August,Ohio
Report,Class A,2011,Summer,September,Ohio
Report,Class A,2011,Summer,June,Ohio
Report,Class A,2011,Summer,August,North Carolina
Report,Class A,2011,Summer,August,North Carolina
Report,Class A,2011,Summer,July,New Mexico
Report,Class B,2011,Summer,August,Missouri
Report,Class B,2011,Summer,August,Minnesota
Report,Class B,2011,Summer,July,Michigan
Report,Class B,2011,Summer,August,Michigan
Report,Class A,2011,Summer,July,Michigan
Report,Class B,2011,Summer,July,Kansas
Report,Class A,2011,Summer,August,Iowa
Report,Class B,2011,Summer,July,Indiana
Report,Class B,2011,Summer,August,Illinois
Report,Class B,2011,Summer,September,Illinois
Report,Class B,2011,Summer,July,Illinois
Report,Class A,2011,Summer,July,Illinois
Report,Class B,2011,Summer,August,Illinois
Report,Class B,2011,Summer,July,Illinois
Report,Class B,2011,Summer,June,Illinois
Report,Class B,2011,Summer,June,Illinois
Report,Class A,2011,Summer,August,Idaho
Report,Class B,2011,Summer,August,Georgia
Report,Class B,2011,Summer,June,Georgia
Report,Class B,2011,Summer,August,Georgia
Report,Class A,2011,Summer,September,Florida
Report,Class A,2011,Summer,May,Florida
Report,Class A,2011,Summer,September,Florida
Report,Class B,2011,Summer,July,Florida
Report,Class B,2011,Summer,August,Florida
Report,Class A,2011,Summer,July,Florida
Report,Class B,2011,Summer,July,Colorado
Report,Class B,2011,Summer,June,Arkansas
Report,Class B,2011,Summer,July,Arizona
Report,Class A,2011,Winter,January,West Virginia
Report,Class B,2011,Winter,January,Washington
Report,Class B,2011,Winter,January,Washington
Report,Class B,2011,Winter,February,Washington
Report,Class B,2011,Winter,December,Virginia
Report,Class A,2011,Winter,February,Ohio
Report,Class A,2011,Winter,March,New Mexico
Report,Class A,2011,Winter,February,New Mexico
Report,Class A,2011,Winter,January,Montana
Report,Class B,2011,Winter,January,Michigan
Report,Class B,2011,Winter,,Iowa
Report,Class B,2011,Winter,December,Illinois
Report,Class B,2011,Winter,January,Illinois
Report,Class B,2011,Winter,February,Illinois
Report,Class A,2011,Winter,February,Illinois
Report,Class A,2011,Winter,December,Illinois
Report,Class B,2011,Winter,February,Illinois
Report,Class A,2011,Winter,February,Idaho
Report,Class B,2011,Winter,December,Florida
Report,Class B,2011,Winter,December,Florida
Report,Class A,2011,Winter,October,Florida
Report,Class A,2011,Winter,December,California
Report,Class B,2011,Winter,December,Arkansas
Report,Class B,2011,Winter,February,Arkansas
Report,Class A,2010,Fall,October,West Virginia
Report,Class B,2010,Fall,November,Washington
Report,Class B,2010,Fall,October,Washington
Report,Class A,2010,Fall,September,Washington
Report,Class B,2010,Fall,September,Washington
Report,Class B,2010,Fall,November,Washington
Report,Class A,2010,Fall,October,Washington
Report,Class B,2010,Fall,September,Washington
Report,Class B,2010,Fall,September,Washington
Report,Class A,2010,Fall,October,Texas
Report,Class B,2010,Fall,November,Texas
Report,Class A,2010,Fall,October,Oregon
Report,Class B,2010,Fall,October,Ohio
Report,Class A,2010,Fall,September,Ohio
Report,Class B,2010,Fall,October,Ohio
Report,Class B,2010,Fall,November,Ohio
Report,Class A,2010,Fall,November,North Carolina
Report,Class B,2010,Fall,October,North Carolina
Report,Class B,2010,Fall,September,New York
Report,Class A,2010,Fall,September,New York
Report,Class A,2010,Fall,September,Montana
Report,Class B,2010,Fall,October,Mississippi
Report,Class B,2010,Fall,November,Kentucky
Report,Class B,2010,Fall,October,Iowa
Report,Class B,2010,Fall,October,Indiana
Report,Class A,2010,Fall,November,Illinois
Report,Class B,2010,Fall,November,Illinois
Report,Class A,2010,Fall,October,Illinois
Report,Class B,2010,Fall,November,Illinois
Report,Class A,2010,Fall,October,Illinois
Report,Class B,2010,Fall,December,Illinois
Report,Class B,2010,Fall,October,Florida
Report,Class A,2010,Fall,September,Florida
Report,Class B,2010,Fall,November,Florida
Report,Class A,2010,Fall,August,Colorado
Report,Class A,2010,Fall,October,California
Report,Class B,2010,Fall,October,Arkansas
Report,Class A,2010,Fall,November,Arkansas
Report,Class B,2010,Spring,March,Wisconsin
Report,Class A,2010,Spring,May,Washington
Report,Class A,2010,Spring,June,Washington
Report,Class B,2010,Spring,May,Virginia
Report,Class B,2010,Spring,May,Texas
Report,Class A,2010,Spring,May,Tennessee
Report,Class B,2010,Spring,April,Rhode Island
Report,Class B,2010,Spring,June,North Carolina
Report,Class A,2010,Spring,April,Minnesota
