Report Type,Class,Submitted Date,Year,Season,Month,State,County
Report,Class B,"Thursday, July 25, 2019.",2019,Winter,March,Montana,Jefferson
Report,Class B,"Sunday, July 11, 2021.",2019,Spring,June,North Carolina,Haywood
Report,Class A,"Monday, February 22, 2021.",2019,Winter,November,North Carolina,Wilkes
Report,Class A,"Monday, August 12, 2019.",2019,Summer,June,New Jersey,Burlington
Report,Class A,"Tuesday, August 25, 2020.",2019,Summer,June,New York,Washington
Report,Class A,"Sunday, November 10, 2019.",2019,Fall,October,Ohio,Athens
Report,Class A,"Friday, January 24, 2020.",2019,Winter,December,Ohio,Fairfield
Report,Class A,"Thursday, February 21, 2019.",2019,Winter,February,Ohio,Harrison
Report,Class A,"Saturday, April 10, 2021.",2019,Spring,April,Oklahoma,Oklahoma
Report,Class B,"Tuesday, July 23, 2019.",2019,Summer,July,Oregon,Lane
Report,Class B,"Wednesday, June 17, 2020.",2019,Summer,June,South Dakota,Pennington
Report,Class A,"Thursday, May 30, 2019.",2019,Spring,May,Texas,Cass
Report,Class B,"Tuesday, August 13, 2019.",2019,Summer,July,Texas,Grayson
Report,Class A,"Tuesday, April 16, 2019.",2019,Spring,April,Texas,Hardin
Report,Class A,"Sunday, September 20, 2020.",2019,Summer,July,Texas,Parker
Report,Class A,"Sunday, May 3, 2020.",2019,Fall,October,Virginia,Roanoke
Report,Class A,"Tuesday, April 16, 2019.",2019,Spring,April,Virginia,Wythe
Report,Class A,"Friday, August 9, 2019.",2019,Summer,August,Vermont,Lamoille
Report,Class B,"Monday, September 2, 2019.",2019,Summer,September,Washington,Skamania
Report,Class B,"Monday, July 8, 2019.",2019,Summer,June,Washington,Yakima
Report,Class A,"Friday, July 12, 2019.",2019,Summer,July,Wisconsin,Oneida
Report,Class B,"Tuesday, September 10, 2019.",2019,Summer,June,Wisconsin,Sawyer
Report,Class A,"Monday, December 28, 2020.",2020,Summer,June,Alabama,Cleburne
Report,Class A,"Thursday, July 2, 2020.",2020,Spring,April,Alabama,Washington
Report,Class B,"Wednesday, July 29, 2020.",2020,Summer,July,California,Mono
Report,Class B,"Sunday, August 16, 2020.",2020,Summer,,California,Tulare
Report,Class A,"Saturday, December 26, 2020.",2020,Winter,December,Florida,Okaloosa
Report,Class B,"Friday, March 6, 2020.",2020,Spring,February,Idaho,Bonner
Report,Class B,"Monday, December 21, 2020.",2020,Fall,October,Idaho,Latah
Report,Class B,"Wednesday, August 12, 2020.",2020,Summer,August,Idaho,Shoshone
Report,Class B,"Wednesday, October 14, 2020.",2020,Fall,October,Illinois,Jackson
Report,Class B,"Tuesday, July 21, 2020.",2020,Summer,July,Illinois,Jefferson
Report,Class A,"Thursday, June 4, 2020.",2020,Spring,May,Indiana,Brown
Report,Class B,"Wednesday, June 17, 2020.",2020,Summer,June,Indiana,Washington
Report,Class B,"Monday, August 31, 2020.",2020,Summer,August,Massachusetts,Hampshire
Report,Class B,"Thursday, December 3, 2020.",2020,Fall,November,Maine,Hancock
Report,Class A,"Sunday, September 27, 2020.",2020,Fall,September,Maine,Oxford
Report,Class B,"Wednesday, October 21, 2020.",2020,Fall,October,Maine,Penobscot
Report,Class A,"Saturday, August 1, 2020.",2020,Summer,August,Michigan,Sanilac
Report,Class A,"Friday, December 18, 2020.",2020,Fall,November,Minnesota,St. Louis
Report,Class B,"Saturday, August 1, 2020.",2020,Spring,May,Missouri,Boone
Report,Class A,"Thursday, July 23, 2020.",2020,Summer,July,Missouri,Cass
Report,Class B,"Tuesday, September 15, 2020.",2020,Summer,August,Missouri,Jackson
Report,Class A,"Friday, October 9, 2020.",2020,Fall,October,Missouri,Wright
Report,Class A,"Tuesday, June 30, 2020.",2020,Spring,April,Montana,Mineral
Report,Class A,"Thursday, July 2, 2020.",2020,Summer,June,North Carolina,Montgomery
Report,Class A,"Friday, January 31, 2020.",2020,Winter,January,North Carolina,Swain
Report,Class B,"Sunday, July 11, 2021.",2020,Summer,July,New Mexico,Rio Arriba
Report,Class B,"Tuesday, March 16, 2021.",2020,Fall,October,New York,Ontario
Report,Class B,"Monday, May 18, 2020.",2020,Spring,May,New York,Putnam
Report,Class B,"Thursday, April 9, 2020.",2020,Spring,April,Ohio,Belmont
Report,Class A,"Saturday, November 7, 2020.",2020,Fall,October,Ohio,Perry
Report,Class A,"Thursday, March 11, 2021.",2020,Fall,September,Ohio,Perry
Report,Class B,"Tuesday, April 28, 2020.",2020,Spring,April,Ohio,Warren
Report,Class B,"Saturday, April 4, 2020.",2020,Spring,April,Oklahoma,Le Flore
Report,Class B,"Monday, February 22, 2021.",2020,Fall,October,Oklahoma,McCurtain
Report,Class B,"Saturday, October 17, 2020.",2020,Fall,October,Oklahoma,Tulsa
Report,Class B,"Friday, December 18, 2020.",2020,Spring,April,Oregon,Coos
Report,Class B,"Monday, August 24, 2020.",2020,Summer,August,Oregon,Umatilla
Report,Class B,"Monday, August 3, 2020.",2020,Spring,April,Pennsylvania,Beaver
Report,Class B,"Sunday, November 1, 2020.",2020,Fall,October,South Carolina,Newberry
Report,Class B,"Tuesday, June 30, 2020.",2020,Spring,April,Tennessee,Cumberland
Report,Class A,"Sunday, October 25, 2020.",2020,Fall,October,Texas,Parker
Report,Class A,"Thursday, November 5, 2020.",2020,Fall,October,Virginia,James City
